HP Frac,WWR,Wall R-Val,Win U-Val,Win SHGC,EUI (kWh/m2),TEDI (kWh/m2),GHGI (kgCO2/m2)
1,0.6,6,0.32,0.35,63.34,47.33,0.70
1,0.6,6,0.32,0.4,63.04,45.93,0.69
1,0.6,6,0.36,0.3,65.50,53.60,0.72
1,0.6,6,0.36,0.35,65.05,52.00,0.72
1,0.6,6,0.36,0.4,64.69,50.54,0.71
1,0.6,6,0.4,0.3,67.26,58.29,0.74
1,0.6,6,0.4,0.35,66.77,56.63,0.73
1,0.6,6,0.4,0.4,66.36,55.11,0.73
1,0.6,6,0.44,0.3,69.01,62.92,0.76
1,0.6,6,0.44,0.35,68.47,61.20,0.75
1,0.6,6,0.44,0.4,68.03,59.62,0.75
1,0.6,6,0.48,0.3,70.74,67.47,0.78
1,0.6,6,0.48,0.35,70.17,65.71,0.77
1,0.6,6,0.48,0.4,69.69,64.08,0.77
1,0.6,8,0.24,0.3,59.60,37.11,0.66
1,0.6,8,0.24,0.35,59.38,35.80,0.65
1,0.6,8,0.24,0.4,59.34,35.38,0.65
1,0.6,8,0.28,0.3,61.46,42.57,0.68
1,0.6,8,0.28,0.35,61.15,41.15,0.67
1,0.6,8,0.28,0.4,60.96,40.06,0.67
1,0.6,8,0.32,0.3,63.27,47.61,0.70
1,0.6,8,0.32,0.35,62.89,46.09,0.69
1,0.6,8,0.32,0.4,62.60,44.71,0.69
1,0.6,8,0.36,0.3,65.03,52.35,0.72
1,0.6,8,0.36,0.35,64.59,50.77,0.71
1,0.6,8,0.36,0.4,64.24,49.32,0.71
1,0.6,8,0.4,0.3,66.79,57.04,0.73
1,0.6,8,0.4,0.35,66.30,55.39,0.73
1,0.6,8,0.4,0.4,65.90,53.88,0.72
1,0.6,8,0.44,0.3,68.54,61.66,0.75
1,0.6,8,0.44,0.35,68.00,59.96,0.75
1,0.6,8,0.44,0.4,67.57,58.39,0.74
1,0.6,8,0.48,0.3,70.27,66.22,0.77
1,0.6,8,0.48,0.35,69.70,64.47,0.77
1,0.6,8,0.48,0.4,69.22,62.85,0.76
1,0.6,10,0.24,0.3,59.27,36.22,0.65
1,0.6,10,0.24,0.35,59.08,34.92,0.65
1,0.6,10,0.24,0.4,59.04,34.50,0.65
1,0.6,10,0.28,0.3,61.12,41.67,0.67
1,0.6,10,0.28,0.35,60.83,40.26,0.67
1,0.6,10,0.28,0.4,60.64,39.17,0.67
1,0.6,10,0.32,0.3,62.93,46.69,0.69
1,0.6,10,0.32,0.35,62.55,45.19,0.69
1,0.6,10,0.32,0.4,62.27,43.82,0.69
1,0.6,10,0.36,0.3,64.69,51.43,0.71
1,0.6,10,0.36,0.35,64.25,49.86,0.71
1,0.6,10,0.36,0.4,63.92,48.42,0.70
1,0.6,10,0.4,0.3,66.44,56.12,0.73
1,0.6,10,0.4,0.35,65.96,54.48,0.73
1,0.6,10,0.4,0.4,65.57,52.99,0.72
1,0.6,10,0.44,0.3,68.19,60.75,0.75
1,0.6,10,0.44,0.35,67.66,59.05,0.74
1,0.6,10,0.44,0.4,67.23,57.49,0.74
1,0.6,10,0.48,0.3,69.92,65.31,0.77
1,0.6,10,0.48,0.35,69.36,63.56,0.76
1,0.6,10,0.48,0.4,68.88,61.95,0.76
1,0.6,12,0.24,0.3,59.03,35.54,0.65
1,0.6,12,0.24,0.35,58.84,34.26,0.65
1,0.6,12,0.24,0.4,58.81,33.84,0.65
1,0.6,12,0.28,0.3,60.87,40.97,0.67
1,0.6,12,0.28,0.35,60.58,39.58,0.67
1,0.6,12,0.28,0.4,60.40,38.50,0.66
1,0.6,12,0.32,0.3,62.67,46.00,0.69
1,0.6,12,0.32,0.35,62.30,44.50,0.69
1,0.6,12,0.32,0.4,62.03,43.14,0.68
1,0.6,12,0.36,0.3,64.42,50.73,0.71
1,0.6,12,0.36,0.35,64.00,49.17,0.70
1,0.6,12,0.36,0.4,63.67,47.74,0.70
1,0.6,12,0.4,0.3,66.17,55.42,0.73
1,0.6,12,0.4,0.35,65.70,53.79,0.72
1,0.6,12,0.4,0.4,65.31,52.30,0.72
1,0.6,12,0.44,0.3,67.92,60.04,0.75
1,0.6,12,0.44,0.35,67.40,58.36,0.74
1,0.6,12,0.44,0.4,66.97,56.81,0.74
1,0.6,12,0.48,0.3,69.65,64.60,0.77
1,0.6,12,0.48,0.35,69.09,62.87,0.76
1,0.6,12,0.48,0.4,68.62,61.26,0.75
1,0.6,14,0.24,0.3,58.84,35.01,0.65
1,0.6,14,0.24,0.35,58.66,33.73,0.65
1,0.6,14,0.24,0.4,58.62,33.32,0.64
1,0.6,14,0.28,0.3,60.67,40.43,0.67
1,0.6,14,0.28,0.35,60.39,39.04,0.66
1,0.6,14,0.28,0.4,60.22,37.97,0.66
1,0.6,14,0.32,0.3,62.47,45.44,0.69
1,0.6,14,0.32,0.35,62.10,43.96,0.68
1,0.6,14,0.32,0.4,61.84,42.60,0.68
1,0.6,14,0.36,0.3,64.22,50.18,0.71
1,0.6,14,0.36,0.35,63.79,48.63,0.70
1,0.6,14,0.36,0.4,63.47,47.20,0.70
1,0.6,14,0.4,0.3,65.97,54.87,0.73
1,0.6,14,0.4,0.35,65.49,53.24,0.72
1,0.6,14,0.4,0.4,65.11,51.76,0.72
1,0.6,14,0.44,0.3,67.71,59.49,0.74
1,0.6,14,0.44,0.35,67.19,57.81,0.74
1,0.6,14,0.44,0.4,66.76,56.26,0.73
1,0.6,14,0.48,0.3,69.44,64.05,0.76
1,0.6,14,0.48,0.35,68.88,62.32,0.76
1,0.6,14,0.48,0.4,68.42,60.72,0.75
1,0.6,16,0.24,0.3,58.68,34.57,0.65
1,0.6,16,0.24,0.35,58.51,33.31,0.64
1,0.6,16,0.24,0.4,58.48,32.90,0.64
1,0.6,16,0.28,0.3,60.51,39.99,0.67
1,0.6,16,0.28,0.35,60.23,38.61,0.66
1,0.6,16,0.28,0.4,60.06,37.54,0.66
1,0.6,16,0.32,0.3,62.30,45.00,0.69
1,0.6,16,0.32,0.35,61.94,43.52,0.68
1,0.6,16,0.32,0.4,61.68,42.17,0.68
1,0.6,16,0.36,0.3,64.05,49.73,0.70
1,0.6,16,0.36,0.35,63.63,48.19,0.70
1,0.6,16,0.36,0.4,63.31,46.76,0.70
1,0.6,16,0.4,0.3,65.80,54.42,0.72
1,0.6,16,0.4,0.35,65.33,52.80,0.72
1,0.6,16,0.4,0.4,64.95,51.32,0.71
1,0.6,16,0.44,0.3,67.54,59.04,0.74
1,0.6,16,0.44,0.35,67.02,57.36,0.74
1,0.6,16,0.44,0.4,66.60,55.82,0.73
1,0.6,16,0.48,0.3,69.27,63.60,0.76
1,0.6,16,0.48,0.35,68.71,61.87,0.76
1,0.6,16,0.48,0.4,68.25,60.28,0.75
