HP Frac,WWR,Wall R-Val,Win U-Val,Win SHGC,EUI (kWh/m2),TEDI (kWh/m2),GHGI (kgCO2/m2)
1,0.4,6,0.4,0.4,62.84,46.48,0.69
1,0.4,6,0.44,0.3,64.70,51.90,0.71
1,0.4,6,0.44,0.35,64.33,50.73,0.71
1,0.4,6,0.44,0.4,64.01,49.63,0.70
1,0.4,6,0.48,0.3,65.91,55.08,0.72
1,0.4,6,0.48,0.35,65.52,53.88,0.72
1,0.4,6,0.48,0.4,65.17,52.75,0.72
1,0.4,8,0.24,0.3,57.79,33.03,0.64
1,0.4,8,0.24,0.35,57.60,32.10,0.63
1,0.4,8,0.24,0.4,57.54,31.78,0.63
1,0.4,8,0.28,0.3,59.10,36.80,0.65
1,0.4,8,0.28,0.35,58.85,35.80,0.65
1,0.4,8,0.28,0.4,58.68,35.02,0.65
1,0.4,8,0.32,0.3,60.35,40.26,0.66
1,0.4,8,0.32,0.35,60.07,39.21,0.66
1,0.4,8,0.32,0.4,59.83,38.24,0.66
1,0.4,8,0.36,0.3,61.56,43.54,0.68
1,0.4,8,0.36,0.35,61.25,42.45,0.67
1,0.4,8,0.36,0.4,60.98,41.43,0.67
1,0.4,8,0.4,0.3,62.77,46.78,0.69
1,0.4,8,0.4,0.35,62.43,45.66,0.69
1,0.4,8,0.4,0.4,62.14,44.61,0.68
1,0.4,8,0.44,0.3,63.97,49.99,0.70
1,0.4,8,0.44,0.35,63.62,48.84,0.70
1,0.4,8,0.44,0.4,63.30,47.75,0.70
1,0.4,8,0.48,0.3,65.18,53.17,0.72
1,0.4,8,0.48,0.35,64.80,51.99,0.71
1,0.4,8,0.48,0.4,64.46,50.87,0.71
1,0.4,10,0.24,0.3,57.30,31.68,0.63
1,0.4,10,0.24,0.35,57.12,30.76,0.63
1,0.4,10,0.24,0.4,57.07,30.45,0.63
1,0.4,10,0.28,0.3,58.59,35.42,0.64
1,0.4,10,0.28,0.35,58.36,34.44,0.64
1,0.4,10,0.28,0.4,58.20,33.67,0.64
1,0.4,10,0.32,0.3,59.83,38.88,0.66
1,0.4,10,0.32,0.35,59.56,37.84,0.66
1,0.4,10,0.32,0.4,59.34,36.88,0.65
1,0.4,10,0.36,0.3,61.04,42.15,0.67
1,0.4,10,0.36,0.35,60.74,41.07,0.67
1,0.4,10,0.36,0.4,60.48,40.07,0.67
1,0.4,10,0.4,0.3,62.24,45.39,0.68
1,0.4,10,0.4,0.35,61.91,44.28,0.68
1,0.4,10,0.4,0.4,61.63,43.24,0.68
1,0.4,10,0.44,0.3,63.45,48.60,0.70
1,0.4,10,0.44,0.35,63.09,47.45,0.69
1,0.4,10,0.44,0.4,62.79,46.38,0.69
1,0.4,10,0.48,0.3,64.65,51.78,0.71
1,0.4,10,0.48,0.35,64.27,50.60,0.71
1,0.4,10,0.48,0.4,63.94,49.49,0.70
1,0.4,12,0.24,0.3,56.92,30.65,0.63
1,0.4,12,0.24,0.35,56.75,29.75,0.62
1,0.4,12,0.24,0.4,56.71,29.44,0.62
1,0.4,12,0.28,0.3,58.20,34.37,0.64
1,0.4,12,0.28,0.35,57.98,33.41,0.64
1,0.4,12,0.28,0.4,57.83,32.65,0.64
1,0.4,12,0.32,0.3,59.44,37.82,0.65
1,0.4,12,0.32,0.35,59.18,36.80,0.65
1,0.4,12,0.32,0.4,58.96,35.85,0.65
1,0.4,12,0.36,0.3,60.64,41.09,0.67
1,0.4,12,0.36,0.35,60.35,40.02,0.66
1,0.4,12,0.36,0.4,60.10,39.03,0.66
1,0.4,12,0.4,0.3,61.84,44.32,0.68
1,0.4,12,0.4,0.35,61.52,43.22,0.68
1,0.4,12,0.4,0.4,61.25,42.19,0.67
1,0.4,12,0.44,0.3,63.04,47.53,0.69
1,0.4,12,0.44,0.35,62.69,46.40,0.69
1,0.4,12,0.44,0.4,62.40,45.33,0.69
1,0.4,12,0.48,0.3,64.24,50.71,0.71
1,0.4,12,0.48,0.35,63.87,49.54,0.70
1,0.4,12,0.48,0.4,63.55,48.44,0.70
1,0.4,14,0.24,0.3,56.63,29.84,0.62
1,0.4,14,0.24,0.35,56.47,28.95,0.62
1,0.4,14,0.24,0.4,56.43,28.65,0.62
1,0.4,14,0.28,0.3,57.90,33.55,0.64
1,0.4,14,0.28,0.35,57.69,32.59,0.63
1,0.4,14,0.28,0.4,57.54,31.84,0.63
1,0.4,14,0.32,0.3,59.13,36.98,0.65
1,0.4,14,0.32,0.35,58.88,35.97,0.65
1,0.4,14,0.32,0.4,58.67,35.03,0.65
1,0.4,14,0.36,0.3,60.33,40.25,0.66
1,0.4,14,0.36,0.35,60.04,39.19,0.66
1,0.4,14,0.36,0.4,59.80,38.21,0.66
1,0.4,14,0.4,0.3,61.52,43.48,0.68
1,0.4,14,0.4,0.35,61.21,42.39,0.67
1,0.4,14,0.4,0.4,60.94,41.37,0.67
1,0.4,14,0.44,0.3,62.72,46.69,0.69
1,0.4,14,0.44,0.35,62.38,45.56,0.69
1,0.4,14,0.44,0.4,62.09,44.50,0.68
1,0.4,14,0.48,0.3,63.92,49.87,0.70
1,0.4,14,0.48,0.35,63.55,48.70,0.70
1,0.4,14,0.48,0.4,63.23,47.62,0.70
1,0.4,16,0.24,0.3,56.39,29.18,0.62
1,0.4,16,0.24,0.35,56.24,28.31,0.62
1,0.4,16,0.24,0.4,56.20,28.01,0.62
1,0.4,16,0.28,0.3,57.66,32.88,0.63
1,0.4,16,0.28,0.35,57.45,31.93,0.63
1,0.4,16,0.28,0.4,57.31,31.19,0.63
1,0.4,16,0.32,0.3,58.88,36.31,0.65
1,0.4,16,0.32,0.35,58.63,35.31,0.64
1,0.4,16,0.32,0.4,58.43,34.38,0.64
1,0.4,16,0.36,0.3,60.07,39.57,0.66
1,0.4,16,0.36,0.35,59.79,38.52,0.66
1,0.4,16,0.36,0.4,59.56,37.55,0.66
1,0.4,16,0.4,0.3,61.27,42.80,0.67
1,0.4,16,0.4,0.35,60.96,41.71,0.67
1,0.4,16,0.4,0.4,60.70,40.70,0.67
1,0.4,16,0.44,0.3,62.47,46.01,0.69
1,0.4,16,0.44,0.35,62.13,44.89,0.68
1,0.4,16,0.44,0.4,61.84,43.83,0.68
1,0.4,16,0.48,0.3,63.66,49.18,0.70
1,0.4,16,0.48,0.35,63.30,48.03,0.70
1,0.4,16,0.48,0.4,62.98,46.94,0.69
1,0.45,6,0.24,0.3,58.86,35.76,0.65
1,0.45,6,0.24,0.35,58.64,34.70,0.65
1,0.45,6,0.24,0.4,58.58,34.35,0.64
1,0.45,6,0.28,0.3,60.32,39.98,0.66
1,0.45,6,0.28,0.35,60.05,38.85,0.66
1,0.45,6,0.28,0.4,59.86,37.97,0.66
1,0.45,6,0.32,0.3,61.73,43.85,0.68
1,0.45,6,0.32,0.35,61.41,42.66,0.68
1,0.45,6,0.32,0.4,61.14,41.56,0.67
1,0.45,6,0.36,0.3,63.09,47.51,0.69
1,0.45,6,0.36,0.35,62.73,46.28,0.69
1,0.45,6,0.36,0.4,62.43,45.13,0.69
1,0.45,6,0.4,0.3,64.45,51.12,0.71
1,0.45,6,0.4,0.35,64.06,49.85,0.70
1,0.45,6,0.4,0.4,63.72,48.67,0.70
1,0.45,6,0.44,0.3,65.79,54.70,0.72
1,0.45,6,0.44,0.35,65.38,53.39,0.72
1,0.45,6,0.44,0.4,65.02,52.17,0.72
1,0.45,6,0.48,0.3,67.14,58.24,0.74
1,0.45,6,0.48,0.35,66.70,56.89,0.73
1,0.45,6,0.48,0.4,66.31,55.63,0.73
1,0.45,8,0.24,0.3,58.24,34.06,0.64
1,0.45,8,0.24,0.35,58.04,33.03,0.64
1,0.45,8,0.24,0.4,57.99,32.68,0.64
1,0.45,8,0.28,0.3,59.69,38.26,0.66
1,0.45,8,0.28,0.35,59.43,37.15,0.65
1,0.45,8,0.28,0.4,59.25,36.29,0.65
1,0.45,8,0.32,0.3,61.08,42.12,0.67
1,0.45,8,0.32,0.35,60.78,40.95,0.67
1,0.45,8,0.32,0.4,60.52,39.87,0.67
1,0.45,8,0.36,0.3,62.43,45.77,0.69
1,0.45,8,0.36,0.35,62.09,44.56,0.68
1,0.45,8,0.36,0.4,61.80,43.43,0.68
1,0.45,8,0.4,0.3,63.79,49.38,0.70
1,0.45,8,0.4,0.35,63.41,48.13,0.70
1,0.45,8,0.4,0.4,63.09,46.96,0.69
1,0.45,8,0.44,0.3,65.13,52.96,0.72
1,0.45,8,0.44,0.35,64.73,51.66,0.71
1,0.45,8,0.44,0.4,64.38,50.45,0.71
1,0.45,8,0.48,0.3,66.47,56.49,0.73
1,0.45,8,0.48,0.35,66.04,55.16,0.73
1,0.45,8,0.48,0.4,65.67,53.91,0.72
1,0.45,10,0.24,0.3,57.79,32.82,0.64
1,0.45,10,0.24,0.35,57.60,31.81,0.63
1,0.45,10,0.24,0.4,57.56,31.47,0.63
1,0.45,10,0.28,0.3,59.22,37.00,0.65
1,0.45,10,0.28,0.35,58.98,35.91,0.65
1,0.45,10,0.28,0.4,58.81,35.06,0.65
1,0.45,10,0.32,0.3,60.61,40.85,0.67
1,0.45,10,0.32,0.35,60.31,39.70,0.66
1,0.45,10,0.32,0.4,60.07,38.63,0.66
1,0.45,10,0.36,0.3,61.96,44.50,0.68
1,0.45,10,0.36,0.35,61.62,43.30,0.68
1,0.45,10,0.36,0.4,61.35,42.18,0.67
1,0.45,10,0.4,0.3,63.30,48.11,0.70
1,0.45,10,0.4,0.35,62.93,46.87,0.69
1,0.45,10,0.4,0.4,62.63,45.71,0.69
1,0.45,10,0.44,0.3,64.65,51.69,0.71
1,0.45,10,0.44,0.35,64.25,50.40,0.71
1,0.45,10,0.44,0.4,63.91,49.20,0.70
1,0.45,10,0.48,0.3,65.98,55.22,0.73
1,0.45,10,0.48,0.35,65.56,53.90,0.72
1,0.45,10,0.48,0.4,65.19,52.66,0.72
1,0.45,12,0.24,0.3,57.45,31.88,0.63
1,0.45,12,0.24,0.35,57.27,30.88,0.63
1,0.45,12,0.24,0.4,57.23,30.55,0.63
1,0.45,12,0.28,0.3,58.87,36.04,0.65
1,0.45,12,0.28,0.35,58.63,34.97,0.64
1,0.45,12,0.28,0.4,58.47,34.12,0.64
1,0.45,12,0.32,0.3,60.25,39.89,0.66
1,0.45,12,0.32,0.35,59.96,38.74,0.66
1,0.45,12,0.32,0.4,59.73,37.69,0.66
1,0.45,12,0.36,0.3,61.59,43.53,0.68
1,0.45,12,0.36,0.35,61.26,42.34,0.67
1,0.45,12,0.36,0.4,61.00,41.23,0.67
1,0.45,12,0.4,0.3,62.94,47.14,0.69
1,0.45,12,0.4,0.35,62.57,45.90,0.69
1,0.45,12,0.4,0.4,62.27,44.75,0.68
1,0.45,12,0.44,0.3,64.28,50.71,0.71
1,0.45,12,0.44,0.35,63.88,49.43,0.70
1,0.45,12,0.44,0.4,63.55,48.25,0.70
1,0.45,12,0.48,0.3,65.61,54.24,0.72
1,0.45,12,0.48,0.35,65.19,52.93,0.72
1,0.45,12,0.48,0.4,64.83,51.70,0.71
1,0.45,14,0.24,0.3,57.18,31.14,0.63
1,0.45,14,0.24,0.35,57.01,30.15,0.63
1,0.45,14,0.24,0.4,56.97,29.82,0.63
1,0.45,14,0.28,0.3,58.60,35.29,0.64
1,0.45,14,0.28,0.35,58.36,34.22,0.64
1,0.45,14,0.28,0.4,58.21,33.39,0.64
1,0.45,14,0.32,0.3,59.97,39.12,0.66
1,0.45,14,0.32,0.35,59.69,37.99,0.66
1,0.45,14,0.32,0.4,59.46,36.95,0.65
1,0.45,14,0.36,0.3,61.31,42.77,0.67
1,0.45,14,0.36,0.35,60.98,41.58,0.67
1,0.45,14,0.36,0.4,60.73,40.48,0.67
1,0.45,14,0.4,0.3,62.65,46.37,0.69
1,0.45,14,0.4,0.35,62.29,45.14,0.69
1,0.45,14,0.4,0.4,61.99,44.00,0.68
1,0.45,14,0.44,0.3,63.98,49.94,0.70
1,0.45,14,0.44,0.35,63.60,48.67,0.70
1,0.45,14,0.44,0.4,63.27,47.49,0.70
1,0.45,14,0.48,0.3,65.32,53.47,0.72
1,0.45,14,0.48,0.35,64.90,52.17,0.71
1,0.45,14,0.48,0.4,64.55,50.95,0.71
1,0.45,16,0.24,0.3,56.96,30.54,0.63
1,0.45,16,0.24,0.35,56.81,29.56,0.62
1,0.45,16,0.24,0.4,56.77,29.24,0.62
1,0.45,16,0.28,0.3,58.37,34.68,0.64
1,0.45,16,0.28,0.35,58.15,33.62,0.64
1,0.45,16,0.28,0.4,58.00,32.79,0.64
1,0.45,16,0.32,0.3,59.74,38.51,0.66
1,0.45,16,0.32,0.35,59.46,37.38,0.65
1,0.45,16,0.32,0.4,59.25,36.35,0.65
1,0.45,16,0.36,0.3,61.08,42.14,0.67
1,0.45,16,0.36,0.35,60.76,40.97,0.67
1,0.45,16,0.36,0.4,60.50,39.88,0.67
1,0.45,16,0.4,0.3,62.41,45.75,0.69
1,0.45,16,0.4,0.35,62.06,44.53,0.68
1,0.45,16,0.4,0.4,61.77,43.39,0.68
1,0.45,16,0.44,0.3,63.75,49.32,0.70
1,0.45,16,0.44,0.35,63.37,48.06,0.70
1,0.45,16,0.44,0.4,63.04,46.88,0.69
1,0.45,16,0.48,0.3,65.08,52.85,0.72
1,0.45,16,0.48,0.35,64.67,51.55,0.71
1,0.45,16,0.48,0.4,64.32,50.33,0.71
1,0.5,6,0.24,0.3,59.25,36.62,0.65
1,0.5,6,0.24,0.35,59.03,35.47,0.65
1,0.5,6,0.24,0.4,58.97,35.09,0.65
1,0.5,6,0.28,0.3,60.86,41.26,0.67
1,0.5,6,0.28,0.35,60.56,40.03,0.67
1,0.5,6,0.28,0.4,60.37,39.07,0.66
1,0.5,6,0.32,0.3,62.41,45.53,0.69
1,0.5,6,0.32,0.35,62.05,44.23,0.68
1,0.5,6,0.32,0.4,61.77,43.03,0.68
1,0.5,6,0.36,0.3,63.90,49.56,0.70
1,0.5,6,0.36,0.35,63.51,48.20,0.70
1,0.5,6,0.36,0.4,63.19,46.95,0.70
1,0.5,6,0.4,0.3,65.39,53.54,0.72
1,0.5,6,0.4,0.35,64.97,52.13,0.71
1,0.5,6,0.4,0.4,64.61,50.83,0.71
1,0.5,6,0.44,0.3,66.88,57.47,0.74
1,0.5,6,0.44,0.35,66.42,56.02,0.73
1,0.5,6,0.44,0.4,66.03,54.68,0.73
1,0.5,6,0.48,0.3,68.35,61.35,0.75
1,0.5,6,0.48,0.35,67.87,59.87,0.75
1,0.5,6,0.48,0.4,67.45,58.48,0.74
1,0.5,8,0.24,0.3,58.69,35.08,0.65
1,0.5,8,0.24,0.35,58.48,33.95,0.64
1,0.5,8,0.24,0.4,58.43,33.58,0.64
1,0.5,8,0.28,0.3,60.28,39.71,0.66
1,0.5,8,0.28,0.35,60.00,38.49,0.66
1,0.5,8,0.28,0.4,59.82,37.55,0.66
1,0.5,8,0.32,0.3,61.82,43.97,0.68
1,0.5,8,0.32,0.35,61.48,42.68,0.68
1,0.5,8,0.32,0.4,61.22,41.49,0.67
1,0.5,8,0.36,0.3,63.31,47.98,0.70
1,0.5,8,0.36,0.35,62.93,46.65,0.69
1,0.5,8,0.36,0.4,62.62,45.41,0.69
1,0.5,8,0.4,0.3,64.79,51.96,0.71
1,0.5,8,0.4,0.35,64.38,50.57,0.71
1,0.5,8,0.4,0.4,64.03,49.29,0.70
1,0.5,8,0.44,0.3,66.28,55.89,0.73
1,0.5,8,0.44,0.35,65.83,54.46,0.72
1,0.5,8,0.44,0.4,65.45,53.13,0.72
1,0.5,8,0.48,0.3,67.75,59.78,0.75
1,0.5,8,0.48,0.35,67.27,58.30,0.74
1,0.5,8,0.48,0.4,66.86,56.93,0.74
1,0.5,10,0.24,0.3,58.29,33.96,0.64
1,0.5,10,0.24,0.35,58.09,32.85,0.64
1,0.5,10,0.24,0.4,58.05,32.48,0.64
1,0.5,10,0.28,0.3,59.86,38.57,0.66
1,0.5,10,0.28,0.35,59.59,37.37,0.66
1,0.5,10,0.28,0.4,59.42,36.44,0.65
1,0.5,10,0.32,0.3,61.39,42.82,0.68
1,0.5,10,0.32,0.35,61.07,41.54,0.67
1,0.5,10,0.32,0.4,60.81,40.37,0.67
1,0.5,10,0.36,0.3,62.87,46.83,0.69
1,0.5,10,0.36,0.35,62.50,45.51,0.69
1,0.5,10,0.36,0.4,62.21,44.28,0.68
1,0.5,10,0.4,0.3,64.36,50.81,0.71
1,0.5,10,0.4,0.35,63.95,49.43,0.70
1,0.5,10,0.4,0.4,63.61,48.16,0.70
1,0.5,10,0.44,0.3,65.84,54.74,0.72
1,0.5,10,0.44,0.35,65.39,53.31,0.72
1,0.5,10,0.44,0.4,65.02,51.99,0.72
1,0.5,10,0.48,0.3,67.31,58.62,0.74
1,0.5,10,0.48,0.35,66.84,57.16,0.74
1,0.5,10,0.48,0.4,66.43,55.79,0.73
1,0.5,12,0.24,0.3,57.98,33.11,0.64
1,0.5,12,0.24,0.35,57.79,32.01,0.64
1,0.5,12,0.24,0.4,57.75,31.65,0.64
1,0.5,12,0.28,0.3,59.54,37.70,0.65
1,0.5,12,0.28,0.35,59.28,36.51,0.65
1,0.5,12,0.28,0.4,59.12,35.59,0.65
1,0.5,12,0.32,0.3,61.06,41.94,0.67
1,0.5,12,0.32,0.35,60.75,40.68,0.67
1,0.5,12,0.32,0.4,60.50,39.52,0.67
1,0.5,12,0.36,0.3,62.54,45.95,0.69
1,0.5,12,0.36,0.35,62.18,44.64,0.68
1,0.5,12,0.36,0.4,61.89,43.42,0.68
1,0.5,12,0.4,0.3,64.02,49.93,0.70
1,0.5,12,0.4,0.35,63.62,48.56,0.70
1,0.5,12,0.4,0.4,63.29,47.29,0.70
1,0.5,12,0.44,0.3,65.50,53.86,0.72
1,0.5,12,0.44,0.35,65.07,52.44,0.72
1,0.5,12,0.44,0.4,64.70,51.13,0.71
1,0.5,12,0.48,0.3,66.97,57.74,0.74
1,0.5,12,0.48,0.35,66.51,56.28,0.73
1,0.5,12,0.48,0.4,66.10,54.92,0.73
1,0.5,14,0.24,0.3,57.74,32.44,0.64
1,0.5,14,0.24,0.35,57.56,31.35,0.63
1,0.5,14,0.24,0.4,57.52,30.99,0.63
1,0.5,14,0.28,0.3,59.29,37.01,0.65
1,0.5,14,0.28,0.35,59.04,35.84,0.65
1,0.5,14,0.28,0.4,58.88,34.92,0.65
1,0.5,14,0.32,0.3,60.81,41.25,0.67
1,0.5,14,0.32,0.35,60.49,40.00,0.67
1,0.5,14,0.32,0.4,60.26,38.85,0.66
1,0.5,14,0.36,0.3,62.28,45.26,0.69
1,0.5,14,0.36,0.35,61.93,43.95,0.68
1,0.5,14,0.36,0.4,61.64,42.74,0.68
1,0.5,14,0.4,0.3,63.76,49.23,0.70
1,0.5,14,0.4,0.35,63.36,47.87,0.70
1,0.5,14,0.4,0.4,63.04,46.61,0.69
1,0.5,14,0.44,0.3,65.24,53.16,0.72
1,0.5,14,0.44,0.35,64.80,51.75,0.71
1,0.5,14,0.44,0.4,64.44,50.45,0.71
1,0.5,14,0.48,0.3,66.71,57.04,0.73
1,0.5,14,0.48,0.35,66.24,55.59,0.73
1,0.5,14,0.48,0.4,65.85,54.24,0.72
1,0.5,16,0.24,0.3,57.54,31.89,0.63
1,0.5,16,0.24,0.35,57.37,30.82,0.63
1,0.5,16,0.24,0.4,57.34,30.46,0.63
1,0.5,16,0.28,0.3,59.09,36.46,0.65
1,0.5,16,0.28,0.35,58.84,35.29,0.65
1,0.5,16,0.28,0.4,58.69,34.38,0.65
1,0.5,16,0.32,0.3,60.60,40.69,0.67
1,0.5,16,0.32,0.35,60.29,39.44,0.66
1,0.5,16,0.32,0.4,60.06,38.30,0.66
1,0.5,16,0.36,0.3,62.07,44.70,0.68
1,0.5,16,0.36,0.35,61.72,43.39,0.68
1,0.5,16,0.36,0.4,61.44,42.19,0.68
1,0.5,16,0.4,0.3,63.55,48.67,0.70
1,0.5,16,0.4,0.35,63.15,47.31,0.69
1,0.5,16,0.4,0.4,62.84,46.06,0.69
1,0.5,16,0.44,0.3,65.02,52.60,0.72
1,0.5,16,0.44,0.35,64.59,51.19,0.71
1,0.5,16,0.44,0.4,64.23,49.89,0.71
1,0.5,16,0.48,0.3,66.49,56.48,0.73
1,0.5,16,0.48,0.35,66.03,55.03,0.73
1,0.5,16,0.48,0.4,65.64,53.68,0.72
1,0.55,6,0.24,0.3,59.64,37.47,0.66
1,0.55,6,0.24,0.35,59.41,36.23,0.65
1,0.55,6,0.24,0.4,59.36,35.83,0.65
1,0.55,6,0.28,0.3,61.39,42.54,0.68
1,0.55,6,0.28,0.35,61.08,41.21,0.67
1,0.55,6,0.28,0.4,60.88,40.17,0.67
1,0.55,6,0.32,0.3,63.07,47.20,0.69
1,0.55,6,0.32,0.35,62.70,45.78,0.69
1,0.55,6,0.32,0.4,62.40,44.48,0.69
1,0.55,6,0.36,0.3,64.70,51.59,0.71
1,0.55,6,0.36,0.35,64.28,50.11,0.71
1,0.55,6,0.36,0.4,63.94,48.75,0.70
1,0.55,6,0.4,0.3,66.33,55.93,0.73
1,0.55,6,0.4,0.35,65.87,54.39,0.72
1,0.55,6,0.4,0.4,65.49,52.98,0.72
1,0.55,6,0.44,0.3,67.95,60.21,0.75
1,0.55,6,0.44,0.35,67.46,58.63,0.74
1,0.55,6,0.44,0.4,67.03,57.16,0.74
1,0.55,6,0.48,0.3,69.55,64.43,0.77
1,0.55,6,0.48,0.35,69.03,62.81,0.76
1,0.55,6,0.48,0.4,68.57,61.29,0.75
1,0.55,8,0.24,0.3,59.14,36.10,0.65
1,0.55,8,0.24,0.35,58.93,34.88,0.65
1,0.55,8,0.24,0.4,58.88,34.48,0.65
1,0.55,8,0.28,0.3,60.87,41.14,0.67
1,0.55,8,0.28,0.35,60.57,39.83,0.67
1,0.55,8,0.28,0.4,60.39,38.81,0.66
1,0.55,8,0.32,0.3,62.55,45.79,0.69
1,0.55,8,0.32,0.35,62.19,44.39,0.68
1,0.55,8,0.32,0.4,61.91,43.11,0.68
1,0.55,8,0.36,0.3,64.17,50.18,0.71
1,0.55,8,0.36,0.35,63.76,48.72,0.70
1,0.55,8,0.36,0.4,63.43,47.37,0.70
1,0.55,8,0.4,0.3,65.80,54.51,0.72
1,0.55,8,0.4,0.35,65.34,52.99,0.72
1,0.55,8,0.4,0.4,64.97,51.60,0.71
1,0.55,8,0.44,0.3,67.41,58.79,0.74
1,0.55,8,0.44,0.35,66.92,57.22,0.74
1,0.55,8,0.44,0.4,66.51,55.77,0.73
1,0.55,8,0.48,0.3,69.01,63.02,0.76
1,0.55,8,0.48,0.35,68.49,61.40,0.75
1,0.55,8,0.48,0.4,68.05,59.90,0.75
1,0.55,10,0.24,0.3,58.78,35.09,0.65
1,0.55,10,0.24,0.35,58.58,33.89,0.64
1,0.55,10,0.24,0.4,58.54,33.49,0.64
1,0.55,10,0.28,0.3,60.49,40.12,0.67
1,0.55,10,0.28,0.35,60.21,38.82,0.66
1,0.55,10,0.28,0.4,60.03,37.81,0.66
1,0.55,10,0.32,0.3,62.16,44.76,0.68
1,0.55,10,0.32,0.35,61.81,43.37,0.68
1,0.55,10,0.32,0.4,61.54,42.10,0.68
1,0.55,10,0.36,0.3,63.78,49.14,0.70
1,0.55,10,0.36,0.35,63.38,47.70,0.70
1,0.55,10,0.36,0.4,63.06,46.36,0.69
1,0.55,10,0.4,0.3,65.40,53.48,0.72
1,0.55,10,0.4,0.35,64.96,51.97,0.71
1,0.55,10,0.4,0.4,64.59,50.58,0.71
1,0.55,10,0.44,0.3,67.02,57.76,0.74
1,0.55,10,0.44,0.35,66.53,56.20,0.73
1,0.55,10,0.44,0.4,66.13,54.76,0.73
1,0.55,10,0.48,0.3,68.62,61.98,0.75
1,0.55,10,0.48,0.35,68.10,60.38,0.75
1,0.55,10,0.48,0.4,67.66,58.89,0.74
1,0.55,12,0.24,0.3,58.50,34.33,0.64
1,0.55,12,0.24,0.35,58.32,33.14,0.64
1,0.55,12,0.24,0.4,58.28,32.75,0.64
1,0.55,12,0.28,0.3,60.21,39.34,0.66
1,0.55,12,0.28,0.35,59.93,38.05,0.66
1,0.55,12,0.28,0.4,59.76,37.05,0.66
1,0.55,12,0.32,0.3,61.87,43.98,0.68
1,0.55,12,0.32,0.35,61.53,42.60,0.68
1,0.55,12,0.32,0.4,61.27,41.34,0.67
1,0.55,12,0.36,0.3,63.49,48.35,0.70
1,0.55,12,0.36,0.35,63.09,46.91,0.69
1,0.55,12,0.36,0.4,62.78,45.59,0.69
1,0.55,12,0.4,0.3,65.10,52.69,0.72
1,0.55,12,0.4,0.35,64.66,51.19,0.71
1,0.55,12,0.4,0.4,64.31,49.81,0.71
1,0.55,12,0.44,0.3,66.72,56.97,0.73
1,0.55,12,0.44,0.35,66.24,55.41,0.73
1,0.55,12,0.44,0.4,65.84,53.98,0.72
1,0.55,12,0.48,0.3,68.32,61.19,0.75
1,0.55,12,0.48,0.35,67.80,59.59,0.75
1,0.55,12,0.48,0.4,67.37,58.11,0.74
1,0.55,14,0.24,0.3,58.28,33.72,0.64
1,0.55,14,0.24,0.35,58.11,32.54,0.64
1,0.55,14,0.24,0.4,58.07,32.16,0.64
1,0.55,14,0.28,0.3,59.98,38.73,0.66
1,0.55,14,0.28,0.35,59.71,37.45,0.66
1,0.55,14,0.28,0.4,59.55,36.45,0.66
1,0.55,14,0.32,0.3,61.64,43.35,0.68
1,0.55,14,0.32,0.35,61.30,41.98,0.67
1,0.55,14,0.32,0.4,61.05,40.73,0.67
1,0.55,14,0.36,0.3,63.25,47.73,0.70
1,0.55,14,0.36,0.35,62.86,46.30,0.69
1,0.55,14,0.36,0.4,62.56,44.98,0.69
1,0.55,14,0.4,0.3,64.87,52.06,0.71
1,0.55,14,0.4,0.35,64.43,50.57,0.71
1,0.55,14,0.4,0.4,64.08,49.20,0.70
1,0.55,14,0.44,0.3,66.48,56.34,0.73
1,0.55,14,0.44,0.35,66.00,54.79,0.73
1,0.55,14,0.44,0.4,65.61,53.37,0.72
1,0.55,14,0.48,0.3,68.08,60.57,0.75
1,0.55,14,0.48,0.35,67.57,58.97,0.74
1,0.55,14,0.48,0.4,67.14,57.49,0.74
1,0.55,16,0.24,0.3,58.11,33.24,0.64
1,0.55,16,0.24,0.35,57.94,32.07,0.64
1,0.55,16,0.24,0.4,57.90,31.68,0.64
1,0.55,16,0.28,0.3,59.80,38.23,0.66
1,0.55,16,0.28,0.35,59.54,36.96,0.65
1,0.55,16,0.28,0.4,59.38,35.97,0.65
1,0.55,16,0.32,0.3,61.45,42.85,0.68
1,0.55,16,0.32,0.35,61.12,41.49,0.67
1,0.55,16,0.32,0.4,60.87,40.24,0.67
1,0.55,16,0.36,0.3,63.06,47.23,0.69
1,0.55,16,0.36,0.35,62.68,45.80,0.69
1,0.55,16,0.36,0.4,62.38,44.49,0.69
1,0.55,16,0.4,0.3,64.68,51.56,0.71
1,0.55,16,0.4,0.35,64.24,50.07,0.71
1,0.55,16,0.4,0.4,63.89,48.70,0.70
1,0.55,16,0.44,0.3,66.29,55.83,0.73
1,0.55,16,0.44,0.35,65.81,54.29,0.72
1,0.55,16,0.44,0.4,65.42,52.87,0.72
1,0.55,16,0.48,0.3,67.88,60.06,0.75
1,0.55,16,0.48,0.35,67.38,58.47,0.74
1,0.55,16,0.48,0.4,66.95,57.00,0.74
1,0.6,6,0.24,0.3,60.04,38.33,0.66
1,0.6,6,0.24,0.35,59.81,37.00,0.66
1,0.6,6,0.24,0.4,59.76,36.57,0.66
1,0.6,6,0.28,0.3,61.91,43.81,0.68
1,0.6,6,0.28,0.35,61.59,42.38,0.68
1,0.6,6,0.28,0.4,61.39,41.26,0.68
1,0.6,6,0.32,0.3,63.74,48.85,0.70
